District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Price Date
Latur,Nilanga APMC,Oil Seeds,Soyabean,Yellow,FAQ,"3,800.00","4,190.00","4,000.00",Rs./Quintal,06-01-2025
Latur,Nilanga APMC,Oil Seeds,Soyabean,Yellow,FAQ,"3,800.00","4,170.00","4,000.00",Rs./Quintal,04-01-2025
Latur,Nilanga APMC,Oil Seeds,Soyabean,Yellow,FAQ,"3,800.00","4,200.00","4,000.00",Rs./Quintal,03-01-2025
Latur,Nilanga APMC,Oil Seeds,Soyabean,Yellow,FAQ,"3,800.00","4,200.00","4,000.00",Rs./Quintal,02-01-2025
Latur,Nilanga APMC,Oil Seeds,Soyabean,Yellow,FAQ,"3,800.00","4,231.00","4,000.00",Rs./Quintal,01-01-2025
Latur,Nilanga APMC,Oil Seeds,Soyabean,Yellow,FAQ,"3,900.00","4,200.00","4,000.00",Rs./Quintal,31-12-2024
Latur,Rangrao Patil Krushi Utpanna Khajgi Bazar  APMC,Oil Seeds,Soyabean,Other,Local,"4,000.00","4,250.00","4,200.00",Rs./Quintal,22-10-2025
Latur,Rangrao Patil Krushi Utpanna Khajgi Bazar  APMC,Oil Seeds,Soyabean,Other,Local,"4,300.00","4,400.00","4,370.00",Rs./Quintal,10-09-2025
Latur,Rangrao Patil Krushi Utpanna Khajgi Bazar  APMC,Oil Seeds,Soyabean,Other,Local,"4,400.00","4,500.00","4,420.00",Rs./Quintal,03-09-2025
Latur,Rangrao Patil Krushi Utpanna Khajgi Bazar  APMC,Oil Seeds,Soyabean,Other,Local,"4,500.00","4,600.00","4,540.00",Rs./Quintal,19-08-2025
Latur,Rangrao Patil Krushi Utpanna Khajgi Bazar  APMC,Oil Seeds,Soyabean,Other,Local,"4,500.00","4,660.00","4,615.00",Rs./Quintal,13-08-2025
Latur,Rangrao Patil Krushi Utpanna Khajgi Bazar  APMC,Oil Seeds,Soyabean,Other,Local,"4,800.00","4,900.00","4,850.00",Rs./Quintal,07-08-2025
Latur,Rangrao Patil Krushi Utpanna Khajgi Bazar  APMC,Oil Seeds,Soyabean,Other,Local,"4,250.00","4,400.00","4,350.00",Rs./Quintal,16-07-2025
Latur,Rangrao Patil Krushi Utpanna Khajgi Bazar  APMC,Oil Seeds,Soyabean,Other,Local,"4,100.00","4,250.00","4,180.00",Rs./Quintal,13-07-2025
Latur,Rangrao Patil Krushi Utpanna Khajgi Bazar  APMC,Oil Seeds,Soyabean,Other,Local,"4,150.00","4,250.00","4,200.00",Rs./Quintal,11-07-2025
Latur,Rangrao Patil Krushi Utpanna Khajgi Bazar  APMC,Oil Seeds,Soyabean,Other,Local,"4,150.00","4,250.00","4,220.00",Rs./Quintal,26-06-2025
Latur,Rangrao Patil Krushi Utpanna Khajgi Bazar  APMC,Oil Seeds,Soyabean,Other,FAQ,"3,600.00","4,000.00","3,650.00",Rs./Quintal,30-05-2025
Latur,Rangrao Patil Krushi Utpanna Khajgi Bazar  APMC,Oil Seeds,Soyabean,Other,FAQ,"3,900.00","4,100.00","4,000.00",Rs./Quintal,26-03-2025
Latur,Rangrao Patil Krushi Utpanna Khajgi Bazar  APMC,Oil Seeds,Soyabean,Other,FAQ,"3,800.00","3,980.00","3,950.00",Rs./Quintal,21-03-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,Local,"4,400.00","4,455.00","4,427.00",Rs./Quintal,31-10-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,Local,"4,300.00","4,398.00","4,349.00",Rs./Quintal,13-09-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,Local,"4,300.00","4,401.00","4,350.00",Rs./Quintal,12-09-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,Local,"4,460.00","4,517.00","4,488.00",Rs./Quintal,03-09-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,Local,"4,600.00","4,650.00","4,625.00",Rs./Quintal,20-08-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,Local,"4,790.00","4,875.00","4,832.00",Rs./Quintal,06-08-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,Local,"4,250.00","4,322.00","4,280.00",Rs./Quintal,08-07-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,Local,"4,250.00","4,322.00","4,286.00",Rs./Quintal,03-07-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,Local,"4,230.00","4,300.00","4,265.00",Rs./Quintal,02-07-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,Local,"4,190.00","4,340.00","4,265.00",Rs./Quintal,28-06-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,Local,"4,251.00","4,340.00","4,295.00",Rs./Quintal,27-06-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,Local,"4,300.00","4,361.00","4,330.00",Rs./Quintal,17-06-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,Local,"4,100.00","4,200.00","4,150.00",Rs./Quintal,13-06-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,Local,"4,051.00","4,300.00","4,175.00",Rs./Quintal,11-06-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,Local,"4,248.00","4,320.00","4,284.00",Rs./Quintal,23-05-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,Local,"4,300.00","4,320.00","4,310.00",Rs./Quintal,22-05-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,Local,"4,270.00","4,290.00","4,280.00",Rs./Quintal,17-05-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,Non-FAQ,"4,240.00","4,261.00","4,250.00",Rs./Quintal,16-05-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,Local,"4,242.00","4,261.00","4,251.00",Rs./Quintal,08-05-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,Local,"4,177.00","4,266.00","4,221.00",Rs./Quintal,06-05-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,Non-FAQ,"4,325.00","4,466.00","4,395.00",Rs./Quintal,22-04-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,Local,"4,400.00","4,558.00","4,479.00",Rs./Quintal,16-04-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,Local,"4,090.00","4,140.00","4,115.00",Rs./Quintal,28-03-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,Local,"3,971.00","4,010.00","3,990.00",Rs./Quintal,11-03-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,Non-FAQ,"3,986.00","3,999.00","3,992.00",Rs./Quintal,07-03-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,Non-FAQ,"4,000.00","4,020.00","4,010.00",Rs./Quintal,28-02-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,Local,"3,941.00","4,050.00","3,995.00",Rs./Quintal,21-02-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,Local,"3,826.00","4,075.00","3,950.00",Rs./Quintal,06-02-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,Non-FAQ,"3,770.00","4,000.00","3,885.00",Rs./Quintal,31-01-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,FAQ,"4,050.00","4,151.00","4,100.00",Rs./Quintal,10-01-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,FAQ,"3,900.00","4,150.00","4,025.00",Rs./Quintal,08-01-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,FAQ,"4,177.00","4,200.00","4,188.00",Rs./Quintal,04-01-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,FAQ,"4,080.00","4,280.00","4,180.00",Rs./Quintal,03-01-2025
Latur,Udgir APMC,Oil Seeds,Soyabean,Other,FAQ,"4,100.00","4,225.00","4,162.00",Rs./Quintal,01-01-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,000.00","4,850.00","3,925.00",Rs./Quintal,28-12-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,300.00","4,800.00","4,050.00",Rs./Quintal,24-12-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,200.00","4,650.00","3,925.00",Rs./Quintal,21-12-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"2,100.00","4,550.00","3,328.00",Rs./Quintal,16-11-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"2,100.00","4,760.00","3,385.00",Rs./Quintal,12-11-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"1,800.00","4,550.00","3,175.00",Rs./Quintal,09-11-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"1,800.00","4,590.00","3,195.00",Rs./Quintal,05-11-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"1,900.00","4,600.00","3,250.00",Rs./Quintal,02-11-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"1,900.00","4,470.00","3,185.00",Rs./Quintal,29-10-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,000.00","4,500.00","3,750.00",Rs./Quintal,26-10-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,100.00","4,275.00","3,687.00",Rs./Quintal,19-10-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,000.00","4,300.00","3,650.00",Rs./Quintal,15-10-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"4,000.00","4,650.00","4,325.00",Rs./Quintal,17-08-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"4,525.00","4,800.00","4,662.00",Rs./Quintal,10-08-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,350.00","4,075.00",Rs./Quintal,27-07-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,860.00","4,380.00","4,080.00",Rs./Quintal,21-07-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,360.00","4,080.00",Rs./Quintal,20-07-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,900.00","4,330.00","4,112.00",Rs./Quintal,13-07-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,300.00","4,050.00",Rs./Quintal,06-07-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,300.00","4,050.00",Rs./Quintal,29-06-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,300.00","4,050.00",Rs./Quintal,22-06-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,700.00","4,250.00","3,975.00",Rs./Quintal,15-06-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,500.00","4,100.00","3,800.00",Rs./Quintal,11-06-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,150.00","3,975.00",Rs./Quintal,04-06-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,600.00","4,000.00","3,800.00",Rs./Quintal,01-06-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"4,000.00","4,150.00","4,075.00",Rs./Quintal,28-05-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,600.00","4,200.00","3,900.00",Rs./Quintal,25-05-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,600.00","4,200.00","3,900.00",Rs./Quintal,21-05-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,700.00","4,255.00","3,977.00",Rs./Quintal,18-05-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,900.00","4,050.00","3,975.00",Rs./Quintal,11-05-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,600.00","4,250.00","3,925.00",Rs./Quintal,27-04-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,680.00","4,200.00","3,925.00",Rs./Quintal,23-04-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,325.00","4,075.00",Rs./Quintal,20-04-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,900.00","4,455.00","4,177.00",Rs./Quintal,16-04-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"4,000.00","4,470.00","4,228.00",Rs./Quintal,13-04-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,FAQ,"5,500.00","5,900.00","5,700.00",Rs./Quintal,06-04-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,500.00","4,005.00","3,750.00",Rs./Quintal,06-04-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,900.00","4,400.00","4,150.00",Rs./Quintal,02-04-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,900.00","4,400.00","4,100.00",Rs./Quintal,30-03-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,700.00","4,300.00","4,000.00",Rs./Quintal,26-03-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,500.00","4,100.00","3,800.00",Rs./Quintal,23-03-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,500.00","3,960.00","3,730.00",Rs./Quintal,16-03-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,500.00","4,000.00","3,750.00",Rs./Quintal,09-03-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,500.00","3,960.00","3,730.00",Rs./Quintal,03-03-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,500.00","4,150.00","3,825.00",Rs./Quintal,23-02-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,500.00","3,900.00","3,700.00",Rs./Quintal,19-02-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,400.00","4,000.00","3,700.00",Rs./Quintal,16-02-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,500.00","4,120.00","3,810.00",Rs./Quintal,02-02-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,600.00","4,050.00","3,825.00",Rs./Quintal,29-01-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,FAQ,"3,700.00","4,120.00","3,910.00",Rs./Quintal,22-01-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,FAQ,"3,700.00","4,100.00","3,900.00",Rs./Quintal,19-01-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,FAQ,"3,700.00","4,100.00","3,900.00",Rs./Quintal,15-01-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,FAQ,"3,600.00","4,150.00","3,850.00",Rs./Quintal,12-01-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,FAQ,"3,600.00","4,160.00","3,880.00",Rs./Quintal,08-01-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,FAQ,"3,650.00","4,100.00","3,875.00",Rs./Quintal,05-01-2025
Nagpur,Bhiwapur APMC,Oil Seeds,Soyabean,Yellow,FAQ,"3,550.00","4,110.00","3,830.00",Rs./Quintal,01-01-2025
Nagpur,Kalmeshwar APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,500.00","4,380.00","4,000.00",Rs./Quintal,03-11-2025
Nagpur,Kalmeshwar APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,500.00","4,300.00","4,000.00",Rs./Quintal,27-10-2025
Nagpur,Kalmeshwar APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,700.00","4,140.00","3,900.00",Rs./Quintal,15-10-2025
Nagpur,Kalmeshwar APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,000.00","3,960.00","3,500.00",Rs./Quintal,04-02-2025
Nagpur,Kalmeshwar APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,000.00","3,930.00","3,500.00",Rs./Quintal,03-02-2025
Nagpur,Kalmeshwar APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,000.00","3,980.00","3,500.00",Rs./Quintal,31-01-2025
Nagpur,Kalmeshwar APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,000.00","3,920.00","3,500.00",Rs./Quintal,30-01-2025
Nagpur,Kalmeshwar APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,000.00","3,980.00","3,500.00",Rs./Quintal,28-01-2025
Nagpur,Kalmeshwar APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,100.00","3,990.00","3,500.00",Rs./Quintal,27-01-2025
Nagpur,Kalmeshwar APMC,Oil Seeds,Soyabean,Yellow,FAQ,"3,100.00","3,880.00","3,500.00",Rs./Quintal,22-01-2025
Nagpur,Kalmeshwar APMC,Oil Seeds,Soyabean,Yellow,FAQ,"3,300.00","4,180.00","3,800.00",Rs./Quintal,20-01-2025
Nagpur,Kalmeshwar APMC,Oil Seeds,Soyabean,Yellow,FAQ,"3,300.00","3,810.00","3,600.00",Rs./Quintal,17-01-2025
Nagpur,Kalmeshwar APMC,Oil Seeds,Soyabean,Yellow,FAQ,"3,300.00","3,810.00","3,600.00",Rs./Quintal,13-01-2025
Nagpur,Kalmeshwar APMC,Oil Seeds,Soyabean,Yellow,FAQ,"3,300.00","4,020.00","3,700.00",Rs./Quintal,10-01-2025
Nagpur,Kalmeshwar APMC,Oil Seeds,Soyabean,Yellow,FAQ,"3,300.00","3,980.00","3,700.00",Rs./Quintal,08-01-2025
Nagpur,Kalmeshwar APMC,Oil Seeds,Soyabean,Yellow,FAQ,"3,300.00","3,960.00","3,600.00",Rs./Quintal,06-01-2025
Nagpur,Kalmeshwar APMC,Oil Seeds,Soyabean,Yellow,FAQ,"3,500.00","3,920.00","3,700.00",Rs./Quintal,03-01-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,700.00","4,600.00","4,450.00",Rs./Quintal,30-12-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,600.00","4,800.00","4,400.00",Rs./Quintal,29-12-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,400.00","4,691.00","4,250.00",Rs./Quintal,26-12-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,200.00","4,580.00","4,350.00",Rs./Quintal,25-12-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,600.00","4,601.00","4,450.00",Rs./Quintal,24-12-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,500.00","4,650.00","4,350.00",Rs./Quintal,23-12-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,500.00","4,530.00","4,250.00",Rs./Quintal,22-12-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,350.00","4,665.00","4,450.00",Rs./Quintal,19-12-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,000.00","4,649.00","4,450.00",Rs./Quintal,18-12-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,400.00","4,530.00","4,250.00",Rs./Quintal,17-12-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,711.00","4,450.00","4,250.00",Rs./Quintal,16-12-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,441.00","4,250.00",Rs./Quintal,15-12-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,000.00","4,565.00","4,250.00",Rs./Quintal,14-12-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,400.00","4,400.00","4,200.00",Rs./Quintal,12-12-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,400.00","4,290.00","3,850.00",Rs./Quintal,11-12-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,450.00","4,321.00","4,050.00",Rs./Quintal,10-12-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,000.00","4,360.00","4,050.00",Rs./Quintal,09-12-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,000.00","4,325.00","4,050.00",Rs./Quintal,08-12-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,300.00","4,351.00","3,950.00",Rs./Quintal,07-12-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,050.00","4,330.00","4,150.00",Rs./Quintal,05-12-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,350.00","4,350.00","4,050.00",Rs./Quintal,04-12-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"4,100.00","4,450.00","4,300.00",Rs./Quintal,03-12-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,350.00","4,330.00","4,250.00",Rs./Quintal,01-12-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,250.00","4,300.00","4,050.00",Rs./Quintal,28-11-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,300.00","4,400.00","4,250.00",Rs./Quintal,27-11-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,300.00","4,350.00","3,950.00",Rs./Quintal,26-11-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,200.00","4,401.00","3,850.00",Rs./Quintal,25-11-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,300.00","4,495.00","4,250.00",Rs./Quintal,24-11-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,000.00","4,600.00","4,450.00",Rs./Quintal,21-11-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,250.00","4,700.00","4,550.00",Rs./Quintal,20-11-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,000.00","4,776.00","4,550.00",Rs./Quintal,19-11-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,300.00","4,401.00","4,250.00",Rs./Quintal,18-11-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,300.00","4,391.00","4,050.00",Rs./Quintal,17-11-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,250.00","4,716.00","3,850.00",Rs./Quintal,14-11-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,350.00","4,750.00","4,650.00",Rs./Quintal,12-11-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,250.00","4,607.00","3,850.00",Rs./Quintal,11-11-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,200.00","4,516.00","3,850.00",Rs./Quintal,10-11-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,200.00","4,351.00","4,050.00",Rs./Quintal,07-11-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,200.00","4,421.00","3,850.00",Rs./Quintal,06-11-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,000.00","4,370.00","3,850.00",Rs./Quintal,05-11-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,000.00","4,330.00","4,250.00",Rs./Quintal,04-11-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,200.00","4,350.00","3,850.00",Rs./Quintal,03-11-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,126.00","4,480.00","4,050.00",Rs./Quintal,02-11-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,050.00","4,275.00","3,850.00",Rs./Quintal,31-10-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,200.00","4,200.00","3,800.00",Rs./Quintal,30-10-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,000.00","4,280.00","3,850.00",Rs./Quintal,29-10-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,000.00","4,276.00","3,850.00",Rs./Quintal,28-10-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,151.00","4,240.00","3,850.00",Rs./Quintal,27-10-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,300.00","4,300.00","4,150.00",Rs./Quintal,26-10-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,200.00","4,317.00","3,850.00",Rs./Quintal,17-10-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,250.00","4,287.00","3,850.00",Rs./Quintal,16-10-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,200.00","4,300.00","4,000.00",Rs./Quintal,15-10-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,000.00","4,025.00","3,850.00",Rs./Quintal,14-10-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"2,700.00","4,021.00","3,500.00",Rs./Quintal,13-10-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,011.00","4,011.00","3,850.00",Rs./Quintal,12-10-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,101.00","3,775.00","3,550.00",Rs./Quintal,09-10-2025
Nagpur,Katol APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,371.00","3,651.00","3,460.00",Rs./Quintal,08-10-2025
